sigma,eta
0.48333333,0.79166667
0.35833333,0.24166667
0.9,0.875
0.90833333,0.70833333
0.79166667,0.59166667
0.75,0.65
0.70833333,0.083333333
0.43333333,0.81666667
0.058333333,0.54166667
0.39166667,0.058333333
0.016666667,0.575
0.016666667,0.34166667
0.091666667,0.56666667
0.13333333,0.36666667
0.86666667,0.35833333
0.8,0.68333333
0.033333333,0.71666667
0.325,0.10833333
0.95833333,0.35833333
0.94166667,0.016666667
0.425,0.225
0.61666667,0.43333333
0.60833333,0.5
0.73333333,0.44166667
0.5,0.325
0.95833333,0.033333333
0.25,0.4
0.225,0.25
0.125,0.53333333
0.73333333,0.525
0.90833333,0.88333333
0.8,0.058333333
0.825,0.275
0.14166667,0.65833333
0.058333333,0.49166667
0.33333333,0.55
0.96666667,0.28333333
0.33333333,0.7
0.65833333,0.125
0.45,0.016666667
0.86666667,0.425
0.45833333,0.95833333
0.83333333,0.71666667
0.70833333,0.3
0.525,0.6
0.15,0.325
0.45833333,0.34166667
0.058333333,0.94166667
0.73333333,0.23333333
0.98333333,0.95
0.93333333,0.86666667
0.45,0.85
0.59166667,0.63333333
0.40833333,0.083333333
0.96666667,0.4
0.825,0.81666667
0.28333333,0.4
0.15833333,0.525
0.94166667,0.675
0.31666667,0.80833333
0.99166667,0.29166667
0.825,0.1
0.083333333,0.175
0.95833333,0.15833333
0.23333333,0.55
0.20833333,0.35
0.46666667,0.49166667
0.15,0.875
0.325,0.38333333
0.34166667,0.64166667
0.36666667,0.13333333
0.33333333,0.59166667
0.60833333,0.11666667
0.53333333,0.85
0.075,0.8
0.96666667,0.5
0.3,0.34166667
0.53333333,0.99166667
0.1,0.90833333
0.74166667,0.25
0.58333333,0.14166667
0.091666667,0.95
0.066666667,0.016666667
0.65833333,0.25833333
0.93333333,0.3
0.375,0.925
0.575,0.4
0.35,0.5
0.033333333,0.81666667
0.40833333,0.58333333
0.13333333,0.11666667
0.15833333,0.55833333
0.35833333,0.75833333
0.64166667,0.74166667
0.10833333,0.6
0.35833333,0.5
0.5,0.34166667
0.4,0.058333333
0.925,0.98333333
0.05,0.725
0.96666667,0.016666667
0.275,0.925
0.84166667,0.41666667
0.81666667,0.275
0.66666667,0.73333333
0.18333333,0.98333333
0.675,0.675
0.31666667,0.93333333
0.975,0.33333333
0.325,0.91666667
0.35833333,0.88333333
0.55,0.35833333
0.78333333,0.68333333
0.93333333,0.066666667
0.91666667,0.55833333
0.89166667,0.96666667
0.59166667,0.075
0.5,0.66666667
0.36666667,0.925
0.825,0.875
0.35,0.16666667
0.71666667,0.75833333
0.475,0.91666667
0.49166667,0.76666667
1,0.575
0.59166667,0.20833333
0.48333333,0.05
0.91666667,0.325
0.91666667,0.64166667
0.91666667,0.96666667
0.36666667,0.90833333
0.091666667,0.55833333
0.56666667,0.86666667
0.45833333,0.975
0.55,0.50833333
0.51666667,0.49166667
0.66666667,0.26666667
0.875,0.39166667
0.95,0.475
0.23333333,0.60833333
0.76666667,0.51666667
0.16666667,0.14166667
0.71666667,0.13333333
0.125,0.033333333
0.74166667,0.13333333
0.075,0.275
0.75,0.95833333
0.85,0.4
0.78333333,0.925
0.36666667,0.55833333
0.9,0.016666667
0.975,0.70833333
0.058333333,0.84166667
0.18333333,0.725
0.125,0.4
0.11666667,0.70833333
0.24166667,0.64166667
0.59166667,0.675
0.4,0.50833333
0.35833333,0.70833333
0.76666667,0.39166667
0.041666667,0.90833333
0.63333333,0.96666667
0.15833333,0.1
0.375,0.24166667
0.58333333,0.69166667
0.24166667,0.58333333
0.041666667,0.75833333
0.70833333,0.73333333
0.80833333,0.075
0.53333333,0.11666667
0.20833333,0.78333333
0.68333333,0.11666667
0.75833333,0.75833333
0.975,0.5
0.69166667,0.23333333
0.31666667,0.75
0.96666667,0.18333333
0.275,0.9
0.95833333,0.65833333
0.85833333,0.34166667
0.75833333,0.1
0.46666667,0.7
0.4,0.30833333
0.76666667,0.016666667
0.45833333,0.90833333
0.35,0.73333333
0.65833333,0.64166667
0.25833333,0.7
0.90833333,0.43333333
0.225,0.775
0.65833333,0.43333333
0.95,0.81666667
0.525,0.94166667
0.33333333,0.76666667
0.575,0.775
0.54166667,0.81666667
0.28333333,0.63333333
0.31666667,0.058333333
0.0083333333,0.15833333
0.68333333,0.45
0.75,0.20833333
0.53333333,0.54166667
0.35833333,0.98333333
1,0.90833333
0.86666667,0.74166667
0.68333333,0.95
0.84166667,0.8
0.31666667,0.8
0.14166667,0.95833333
0.475,0.3
0.95,0.99166667
0.55,0.8
0.36666667,0.53333333
0.29166667,0.34166667
0.65,0.21666667
0.51666667,0.13333333
0.41666667,0.05
0.95,0.9
0.30833333,0.325
0.94166667,0.041666667
0.35833333,0.58333333
0.55,0.025
0.46666667,0.066666667
0.23333333,0.38333333
0.31666667,1
0.38333333,0.55
0.85,0.58333333
0.0083333333,0.85
0.73333333,1
0.54166667,0.48333333
1,0.066666667
0.70833333,0.066666667
0.20833333,0.425
0.075,0.14166667
0.091666667,0.3
0.90833333,0.1
0.55833333,0.95
0.43333333,0.38333333
0.016666667,0.66666667
0.4,0.45
0.71666667,0.14166667
0.76666667,0.19166667
0.8,0.91666667
0.93333333,0.091666667
0.0083333333,0.36666667
0.25833333,0.8
0.69166667,0.33333333
0.51666667,0.71666667
0.76666667,0.85
0.65,0.55
0.225,0.24166667
0.49166667,0.875
0.93333333,0.4
0.16666667,0.50833333
0.55,0.43333333
0.69166667,0.475
0.85833333,0.325
0.29166667,0.56666667
0.90833333,0.69166667
0.38333333,0.041666667
0.15833333,0.44166667
0.025,0.2
0.16666667,0.1
0.15833333,0.64166667
0.98333333,0.5
0.14166667,0.6
0.86666667,0.13333333
0.675,0.78333333
0.25,0.175
0.25,0.56666667
0.7,0.016666667
0.64166667,0.24166667
0.4,0.825
0.45,0.425
0.89166667,0.95833333
0.28333333,0.925
0.55,0.575
0.86666667,0.23333333
0.066666667,0.125
0.325,0.36666667
0.475,0.71666667
0.575,0.8
0.28333333,0.11666667
0.625,0.4
0.35833333,0.36666667
0.975,0.35833333
0.225,0.23333333
0.35,0.625
0.76666667,0.325
0.575,0.78333333
0.058333333,0.65833333
0.16666667,0.48333333
0.95,0.23333333
0.60833333,0.34166667
0.6,0.25
0.15,0.40833333
0.65833333,0.60833333
0.89166667,0.25
0.95833333,0.225
0.75,0.30833333
0.325,0.28333333
0.058333333,0.61666667
0.78333333,0.61666667
0.70833333,0.21666667
0.18333333,0.73333333
0.51666667,0.325
0.66666667,0.35
0.38333333,0.033333333
0.36666667,0.25
0.58333333,0.175
0.43333333,0.21666667
0.44166667,0.2
0.44166667,0.86666667
0.64166667,0.033333333
0.016666667,0.083333333
0.60833333,0.26666667
0.0083333333,0.125
0.025,0.625
0.46666667,0.55833333
0.825,0.84166667
0.091666667,0.41666667
0.16666667,0.80833333
0.56666667,0.075
0.15,0.10833333
0.075,0.61666667
0.20833333,0.24166667
0.091666667,0.64166667
0.69166667,0.14166667
0.125,0.94166667
0.31666667,0.53333333
0.025,0.025
0.14166667,0.90833333
0.38333333,0.475
0.20833333,0.81666667
0.33333333,0.375
0.05,0.125
0.775,0.51666667
0.16666667,0.94166667
0.55,0.30833333
0.64166667,0.058333333
0.51666667,0.58333333
0.71666667,0.23333333
0.99166667,0.49166667
0.51666667,0.10833333
0.93333333,0.30833333
0.225,0.51666667
0.075,0.75
0.88333333,0.36666667
0.56666667,0.26666667
0.25,0.375
0.125,0.55833333
0.49166667,0.175
0.375,0.49166667
0.825,0.34166667
0.90833333,0.083333333
0.75,0.34166667
0.76666667,0.1
0.13333333,0.61666667
0.55833333,0.575
0.91666667,0.80833333
0.875,0.075
0.825,0.35
0.3,0.9
0.475,0.6
0.025,0.7
0.3,0.575
0.375,0.89166667
0.81666667,0.68333333
0.66666667,0.4
0.23333333,0.7
0.4,0.53333333
0.7,0.26666667
0.66666667,0.40833333
0.725,0.23333333
0.44166667,0.066666667
0.96666667,0.975
0.075,0.70833333
0.16666667,1
0.40833333,0.76666667
0.525,0.15
0.41666667,0.45
0.55,0.44166667
0.68333333,0.875
0.75,0.78333333
0.54166667,0.675
0.125,0.375
0.13333333,0.90833333
0.975,0.325
0.575,0.96666667
0.275,0.35
0.15833333,0.041666667
0.025,0.40833333
0.28333333,0.5
0.31666667,0.225
0.51666667,0.51666667
0.24166667,0.4
0.71666667,0.51666667
0.36666667,0.375
0.75,0.59166667
0.70833333,0.4
0.20833333,0.7
0.38333333,0.34166667
0.86666667,0.775
0.8,0.15833333
0.56666667,0.058333333
0.78333333,0.53333333
0.875,0.975
0.26666667,0.30833333
0.625,0.50833333
0.18333333,0.70833333
0.375,0.23333333
0.53333333,0.25
0.083333333,1
0.90833333,0.85833333
0.6,0.075
0.30833333,0.14166667
0.83333333,0.041666667
0.45833333,0.35
0.31666667,0.7
0.56666667,0.75833333
0.75,0.091666667
0.41666667,0.38333333
0.94166667,0.36666667
0.75833333,0.44166667
0.8,0.36666667
0.58333333,0.54166667
0.275,0.016666667
1,0.975
0.35833333,0.575
0.041666667,0.725
0.225,0.6
0.33333333,0.83333333
0.275,0.83333333
0.95,0.85833333
0.275,0.225
0.55833333,0.54166667
0.65,0.25833333
0.74166667,0.86666667
0.125,0.59166667
0.88333333,0.1
0.075,0.0083333333
0.49166667,0.525
0.25,0.25833333
0.85833333,0.86666667
0.50833333,0.091666667
0.34166667,0.30833333
0.225,0.33333333
0.71666667,0.84166667
0.54166667,0.3
0.14166667,0.28333333
0.51666667,0.025
0.46666667,0.36666667
0.425,0.65
0.25,0.36666667
0.11666667,0.93333333
0.73333333,0.8
0.53333333,0.29166667
0.95833333,0.70833333
0.38333333,0.13333333
0.60833333,0.016666667
0.50833333,0.63333333
0.25833333,0.31666667
0.091666667,0.86666667
0.28333333,0.175
0.3,0.78333333
0.45833333,0.425
0.091666667,0.125
0.875,0.95
0.20833333,1
0.23333333,0.56666667
0.20833333,0.21666667
0.71666667,0.15833333
0.016666667,0.69166667
0.083333333,0.53333333
0.69166667,0.43333333
0.94166667,0.325
0.35,0.26666667
0.83333333,0.20833333
0.575,0.5
0.41666667,0.058333333
0.20833333,0.56666667
0.43333333,0.091666667
0.925,0.61666667
0.075,0.63333333
0.60833333,0.28333333
0.63333333,0.23333333
0.675,0.21666667
0.475,0.90833333
0.99166667,0.23333333
0.84166667,0.19166667
0.34166667,0.93333333
0.675,0.725
0.20833333,0.066666667
0.39166667,0.31666667
0.23333333,0.14166667
0.13333333,0.13333333
0.8,0.30833333
0.0083333333,0.60833333
0.29166667,0.45
0.075,0.26666667
0.7,0.83333333
0.99166667,0.575
0.35,0.275
0.84166667,0.25
0.1,0.26666667
0.0083333333,0.0083333333
0.18333333,0.50833333
0.83333333,0.44166667
0.99166667,0.55833333
0.43333333,0.56666667
0.3,0.54166667
0.05,0.05
0.90833333,0.29166667
0.175,0.93333333
0.725,0.94166667
0.99166667,0.53333333
0.36666667,0.54166667
0.75,0.775
0.93333333,0.44166667
0.18333333,0.83333333
0.78333333,0.33333333
0.075,0.25
0.23333333,0.375
0.875,0.675
0.8,0.76666667
0.25833333,0.85
0.68333333,0.48333333
0.7,0.24166667
0.75833333,0.0083333333
0.94166667,0.075
0.53333333,0.35833333
0.35,0.43333333
0.375,0.21666667
0.73333333,0.625
0.15833333,0.35
0.175,0.0083333333
0.78333333,0.075
0.225,0.89166667
0.35833333,0.15833333
0.016666667,0.041666667
0.8,0.34166667
0.35,0.81666667
0.45,0.86666667
0.45833333,0.1
0.96666667,0.21666667
0.53333333,0.68333333
0.025,0.56666667
0.3,0.64166667
0.016666667,0.65833333
0.20833333,0.5
0.91666667,0.21666667
0.35833333,0.84166667
0.24166667,0.20833333
0.033333333,0.275
0.74166667,0.35833333
0.41666667,0.083333333
0.19166667,0.95
0.91666667,0.23333333
0.96666667,0.29166667
0.025,0.55833333
0.05,0.99166667
0.80833333,0.25833333
0.35,0.05
0.525,0.875
0.31666667,0.95833333
0.1,0.61666667
0.68333333,0.91666667
0.11666667,0.14166667
0.725,0.45
0.84166667,0.675
0.13333333,0.88333333
0.74166667,0.875
0.69166667,0.19166667
0.475,0.40833333
0.1,0.69166667
0.5,0.375
0.24166667,0.85833333
0.675,0.25833333
0.84166667,0.34166667
0.033333333,0.45
0.65833333,0.86666667
0.575,0.275
0.75833333,0.225
0.63333333,0.4
0.53333333,0.9
0.7,0.79166667
0.23333333,0.725
0.49166667,0.75
0.85833333,0.99166667
0.66666667,0.25
0.46666667,0.4
0.80833333,0.81666667
0.175,0.033333333
0.26666667,0.275
0.016666667,0.44166667
0.9,0.51666667
0.69166667,0.066666667
0.94166667,0.79166667
0.15,0.125
0.35833333,0.73333333
0.041666667,0.675
0.38333333,0.99166667
0.36666667,0.29166667
0.15833333,0.6
0.45833333,0.94166667
0.89166667,0.58333333
0.68333333,0.15833333
0.15833333,0.78333333
0.14166667,0.625
0.33333333,0.85833333
0.55833333,0.88333333
0.79166667,0.025
0.56666667,0.05
1,0.39166667
0.60833333,0.94166667
0.975,0.73333333
0.5,0.475
0.83333333,0.78333333
0.51666667,0.15
0.8,0.70833333
0.73333333,0.85833333
0.98333333,0.091666667
0.61666667,0.2
0.84166667,0.99166667
0.73333333,0.49166667
0.0083333333,0.3
0.94166667,0.1
0.525,0.46666667
0.066666667,0.90833333
0.25,0.35833333
0.275,0.13333333
0.81666667,0.2
0.425,0.99166667
0.3,0.58333333
0.5,0.79166667
0.14166667,0.225
0.95,0.375
0.70833333,0.175
0.95,0.73333333
0.033333333,0.20833333
0.53333333,0.40833333
0.19166667,0.44166667
0.725,0.225
0.45833333,0.083333333
0.28333333,0.425
0.58333333,0.96666667
0.225,0.70833333
0.38333333,0.35
0.94166667,0.025
0.45833333,0.5
0.025,0.65
0.38333333,0.975
0.325,0.4
0.041666667,0.9
0.33333333,0.34166667
0.56666667,0.675
0.425,0.60833333
0.45,0.4
0.058333333,0.4
0.0083333333,0.96666667
0.75833333,0.41666667
0.84166667,0.23333333
0.95833333,0.875
0.2,0.5
0.35,0.2
0.25833333,0.2
0.19166667,0.38333333
0.14166667,0.94166667
0.8,0.55
0.84166667,0.45833333
0.125,0.25833333
0.1,0.125
0.9,0.25
0.1,0.59166667
0.59166667,0.475
0.5,0.89166667
0.69166667,0.625
0.975,0.4
0.89166667,0.65833333
0.35,0.78333333
0.675,0.175
0.21666667,0.59166667
0.31666667,0.38333333
0.6,0.40833333
0.33333333,0.69166667
0.15833333,1
0.625,0.26666667
0.15,0.058333333
0.46666667,0.041666667
0.875,0.625
0.125,0.225
0.74166667,0.34166667
0.19166667,0.61666667
0.75833333,0.74166667
0.475,0.29166667
0.14166667,0.23333333
0.2,0.0083333333
0.175,0.15833333
0.675,0.975
0.56666667,0.73333333
0.53333333,0.475
0.31666667,0.275
0.925,0.175
0.73333333,0.225
0.675,0.20833333
0.58333333,0.625
0.975,0.15
0.34166667,0.35833333
0.8,0.56666667
0.46666667,0.80833333
0.23333333,0.625
0.55833333,0.375
0.29166667,0.6
0.275,0.88333333
0.24166667,0.73333333
0.7,0.76666667
0.15833333,0.20833333
0.80833333,0.95833333
0.2,0.825
0.35833333,0.45833333
0.85,0.13333333
0.95833333,0.066666667
0.091666667,0.75833333
0.15833333,0.59166667
0.23333333,0.43333333
0.083333333,0.31666667
0.325,0.5
0.14166667,1
0.125,0.016666667
0.74166667,0.25833333
0.55,0.325
0.35,0.44166667
0.7,0.50833333
0.96666667,0.65833333
0.79166667,0.91666667
0.79166667,0.058333333
0.81666667,0.75833333
0.35,0.041666667
0.44166667,0.69166667
0.71666667,0.175
0.60833333,0.91666667
0.50833333,0.58333333
0.925,0.48333333
0.0083333333,0.68333333
0.225,0.7
0.85,0.61666667
0.275,0.70833333
0.13333333,0.95833333
0.23333333,0.675
0.925,0.675
0.24166667,0.575
0.18333333,0.91666667
0.025,0.69166667
0.45833333,0.6
0.76666667,0.45833333
0.5,0.825
0.79166667,0.95
0.48333333,0.775
0.675,0.46666667
0.93333333,0.75
0.14166667,0.275
0.525,0.90833333
0.1,0.38333333
0.29166667,0.35833333
0.4,0.13333333
0.54166667,0.95
0.85,0.55833333
0.10833333,0.10833333
0.35,0.94166667
0.55833333,0.48333333
0.14166667,0.53333333
0.49166667,0.91666667
0.066666667,0.66666667
0.53333333,0.20833333
0.23333333,0.78333333
0.275,0.98333333
0.2,0.8
0.25833333,0.55
0.85833333,0.95833333
0.041666667,0.15
0.775,0.11666667
0.083333333,0.65
0.56666667,0.85
0.90833333,0.9
0.19166667,0.63333333
0.10833333,0.475
0.98333333,0.55
0.33333333,0.1
0.041666667,0.8
0.8,0.98333333
0.94166667,0.88333333
0.59166667,0.74166667
0.51666667,0.75833333
0.725,0.93333333
0.16666667,0.8
0.79166667,0.9
0.45833333,0.45
0.875,0.375
0.80833333,0.70833333
0.73333333,0.825
0.325,0.48333333
0.875,0.73333333
0.275,0.95
0.98333333,0.65833333
0.49166667,0.61666667
0.89166667,0.91666667
0.1,0.975
0.20833333,0.058333333
0.45833333,0.9
0.44166667,0.54166667
0.1,0.15833333
0.68333333,0.725
0.75,0.15
0.3,0.875
0.4,0.425
0.19166667,0.71666667
0.13333333,1
0.3,0.39166667
0.81666667,0.24166667
0.083333333,0.675
0.74166667,0.70833333
0.94166667,0.825
0.18333333,0.65833333
0.45833333,0.85
0.8,0.0083333333
0.18333333,0.66666667
0.51666667,0.98333333
0.625,0.31666667
0.93333333,0.95
0.325,0.64166667
0.93333333,0.60833333
0.59166667,0.23333333
0.53333333,0.55
0.85833333,0.575
0.88333333,0.65833333
0.1,0.825
0.875,0.74166667
0.70833333,0.091666667
0.375,0.63333333
0.50833333,0.7
0.75,0.575
0.083333333,0.96666667
0.8,0.041666667
0.54166667,0.98333333
0.5,0.56666667
0.19166667,0.625
0.11666667,0.775
0.56666667,0.54166667
0.11666667,0.44166667
0.6,0.60833333
0.825,0.9
0.575,0.15833333
0.65833333,0.325
0.925,0.775
0.083333333,0.79166667
0.9,0.69166667
0.16666667,0.55
0.86666667,0.75
0.55833333,0.2
0.28333333,0.68333333
0.675,0.30833333
0.125,0.175
0.475,0.225
0.71666667,0.6
0.84166667,0.90833333
0.14166667,0.76666667
0.6,0.44166667
0.79166667,0.76666667
0.9,0.65833333
0.84166667,0.85
0.091666667,0.45833333
0.86666667,0.625
0.425,0.9
0.30833333,0.725
0.25833333,0.70833333
0.2,0.4
0.30833333,0.68333333
0.76666667,0.56666667
0.33333333,0.45
0.10833333,0.36666667
0.175,0.14166667
0.29166667,0.18333333
0.33333333,0.075
0.40833333,0.875
0.65,0.90833333
0.50833333,0.69166667
0.43333333,0.31666667
0.58333333,0.6
0.31666667,0.59166667
0.46666667,0.25833333
0.54166667,1
0.49166667,0.058333333
0.30833333,0.25833333
0.0083333333,0.59166667
0.53333333,0.86666667
0.81666667,0.86666667
0.5,0.91666667
0.15,0.13333333
0.3,0.61666667
0.78333333,0.375
0.61666667,0.10833333
0.13333333,0.43333333
0.075,0.45
0.34166667,0.61666667
0.29166667,0.60833333
0.34166667,0.175
0.24166667,0.29166667
0.375,0.56666667
0.475,1
0.041666667,0.14166667
0.56666667,0.96666667
0.95,0.45
0.26666667,0.24166667
0.40833333,0.85833333
0.05,0.83333333
0.99166667,0.33333333
0.91666667,0.95833333
0.29166667,0.51666667
0.925,0.81666667
0.23333333,0.35833333
0.875,0.18333333
0.46666667,0.95833333
0.38333333,0.083333333
0.65833333,0.81666667
0.975,0.81666667
0.175,0.90833333
0.625,0.40833333
0.46666667,0.45
0.65833333,0.19166667
0.325,0.33333333
0.083333333,0.2
0.325,0.14166667
0.625,0.44166667
0.40833333,0.21666667
0.94166667,0.99166667
0.68333333,0.54166667
0.74166667,0.175
0.46666667,0.66666667
0.46666667,0.89166667
0.575,0.58333333
0.725,0.05
0.40833333,0.075
0.35,0.18333333
0.15,0.36666667
0.21666667,0.975
0.016666667,0.79166667
0.85833333,0.175
0.033333333,0.7
0.13333333,0.083333333
0.675,0.0083333333
0.975,0.90833333
0.69166667,0.75
0.25833333,0.84166667
0.05,0.325
0.78333333,0.8
0.05,0.16666667
0.275,0.65833333
0.73333333,0.75
0.575,0.14166667
0.44166667,0.275
0.99166667,0.91666667
0.45,0.6
0.325,0.98333333
0.90833333,0.99166667
0.55833333,0.1
0.50833333,0.16666667
0.36666667,0.066666667
0.25833333,0.85833333
0.94166667,0.475
0.19166667,0.35833333
1,0.325
0.11666667,0.79166667
0.525,0.7
0.59166667,0.55833333
0.875,0.16666667
0.70833333,0.058333333
0.30833333,0.85833333
0.74166667,0.16666667
0.16666667,0.016666667
0.925,0.9
0.925,0.80833333
0.175,0.6
0.93333333,0.83333333
0.95,0.74166667
0.875,0.25833333
0.30833333,0.125
0.25,0.20833333
0.43333333,0.50833333
0.15833333,0.55
0.375,0.35833333
0.83333333,0.18333333
0.99166667,0.59166667
0.40833333,0.016666667
0.15,0.9
0.65833333,0.13333333
0.10833333,0.20833333
0.73333333,0.26666667
0.091666667,0.76666667
0.0083333333,0.19166667
0.225,0.79166667
0.75,0.35833333
0.64166667,0.93333333
0.61666667,0.35
0.53333333,0.24166667
0.96666667,0.59166667
0.20833333,0.15833333
0.85833333,0.54166667
0.15,0.225
0.975,0.53333333
0.76666667,0.86666667
0.3,0.45833333
0.38333333,0.71666667
0.275,0.60833333
0.85,0.033333333
0.78333333,0.325
0.39166667,0.4
0.88333333,0.99166667
0.125,0.13333333
0.55,0.55
0.88333333,0.79166667
0.225,0.48333333
0.20833333,0.89166667
0.4,0.80833333
0.75,0.88333333
0.175,0.40833333
0.35833333,0.21666667
0.05,0.0083333333
0.775,0.35
0.875,0.775
0.925,0.84166667
0.91666667,0.55
0.58333333,0.675
0.75,0.25833333
0.225,0.325
0.625,0.10833333
0.525,0.15833333
0.89166667,0.71666667
0.3,0.59166667
0.59166667,0.81666667
0.675,0.83333333
0.075,0.28333333
0.76666667,0.24166667
0.93333333,0.325
0.88333333,0.45833333
0.95833333,0.75
0.84166667,0.98333333
0.54166667,0.033333333
0.45833333,0.98333333
0.05,0.525
0.75833333,0.46666667
0.016666667,0.175
0.48333333,0.45833333
0.10833333,0.975
0.475,0.46666667
0.51666667,0.8
0.75,0.55833333
0.93333333,0.975
0.275,0.84166667
0.61666667,0.41666667
0.775,0.56666667
0.38333333,0.31666667
0.59166667,0.29166667
0.925,0.75833333
0.05,0.85
0.5,0.61666667
0.80833333,0.875
1,0.85
0.725,0.7
0.40833333,0.36666667
0.125,0.725
0.60833333,0.20833333
0.14166667,0.033333333
0.76666667,0.88333333
0.85833333,0.43333333
0.775,0.54166667
0.175,0.1
0.63333333,0.5
0.975,0.76666667
0.033333333,0.083333333
0.93333333,0.2
0.74166667,0.125
0.175,0.84166667
0.99166667,0.041666667
0.41666667,0.675
0.89166667,0.93333333
0.71666667,0.68333333
0.58333333,0.79166667
0.88333333,0.975
1,0.825
0.31666667,0.89166667
0.083333333,0.93333333
0.84166667,0.49166667
0.175,0.525
0.19166667,0.675
0.10833333,0.90833333
0.525,0.81666667
0.61666667,0.40833333
0.44166667,0.99166667
0.98333333,0.84166667
0.79166667,0.26666667
0.18333333,0.066666667
0.13333333,0.75833333
0.99166667,0.35833333
0.78333333,0.58333333
0.5,0.43333333
0.39166667,0.89166667
0.875,0.31666667
0.14166667,0.41666667
0.13333333,0.44166667
0.725,0.81666667
0.925,0.083333333
0.39166667,0.78333333
0.18333333,0.625
0.28333333,0.55
0.43333333,0.49166667
0.9,0.525
0.43333333,0.28333333
0.35833333,0.38333333
0.55,0.5
0.86666667,0.9
0.64166667,0.25
0.26666667,0.033333333
0.75833333,0.6
0.25,0.95
0.53333333,0.33333333
0.16666667,0.18333333
0.175,0.625
0.9,0.225
0.68333333,0.51666667
0.25,0.1
0.11666667,0.88333333
0.25,0.53333333
0.125,0.025
0.625,0.14166667
0.6,0.35
0.05,0.71666667
0.375,0.64166667
0.1,0.48333333
0.99166667,0.79166667
0.25,0.39166667
0.025,0.4
0.675,0.35
0.575,0.56666667
0.18333333,0.033333333
0.69166667,0.091666667
0.18333333,0.85
0.725,0.175
0.24166667,0.38333333
0.44166667,0.075
0.425,0.033333333
0.275,0.26666667
0.53333333,0.91666667
0.48333333,0.9
0.15,0.48333333
0.90833333,0.50833333
0.21666667,0.725
0.50833333,0.2
0.05,0.69166667
0.33333333,0.90833333
0.18333333,0.2
0.525,0.8
0.71666667,0.025
0.24166667,0.041666667
0.25,0.10833333
0.39166667,0.35833333
0.84166667,0.25833333
0.25833333,0.13333333
0.68333333,1
0.65,0.1
0.041666667,0.45833333
0.25833333,0.88333333
0.275,0.64166667
0.78333333,0.75833333
0.85,0.875
0.18333333,0.275
0.21666667,0.79166667
0.55833333,0.825
0.94166667,0.21666667
0.7,0.29166667
0.375,0.98333333
0.041666667,0.825
0.24166667,0.225
0.45833333,0.78333333
0.43333333,0.29166667
0.15,0.025
0.21666667,0.325
0.41666667,0.71666667
0.275,0.50833333
0.4,0.21666667
0.95,0.15833333
0.64166667,0.725
0.91666667,0.93333333
0.625,0.46666667
0.05,0.30833333
0.20833333,0.041666667
0.60833333,0.8
0.59166667,0.925
0.5,0.33333333
0.95,0.033333333
0.25,0.65
0.35833333,0.10833333
0.81666667,0.3
0.575,0.79166667
0.78333333,0.13333333
0.3,0.041666667
0.53333333,0.425
0.1,0.99166667
0.425,0.975
0.25833333,0.95833333
0.93333333,0.63333333
0.65833333,0.38333333
0.10833333,0.13333333
0.225,0.96666667
0.31666667,0.575
0.65,0.6
0.091666667,0.91666667
0.2,0.56666667
0.39166667,0.59166667
0.725,0.59166667
0.45,0.8
0.15833333,0.33333333
0.45833333,0.63333333
0.19166667,0.89166667
0.74166667,0.76666667
0.19166667,0.79166667
0.88333333,0.69166667
0.975,0.20833333
0.79166667,0.75
0.45,0.775
0.23333333,0.475
0.91666667,0.69166667
0.05,0.083333333
0.75,0.15833333
0.84166667,0.925
0.525,0.0083333333
0.31666667,0.525
0.45,0.73333333
0.98333333,0.675
0.95,0.88333333
0.425,0.46666667
0.99166667,0.24166667
0.93333333,0.25833333
0.575,0.51666667
0.85,0.93333333
0.54166667,0.41666667
0.81666667,0.7
0.075,0.33333333
0.10833333,0.425
0.79166667,0.125
0.058333333,0.79166667
0.41666667,0.25833333
0.99166667,0.64166667
0.61666667,0.24166667
0.50833333,0.83333333
0.99166667,0.11666667
0.26666667,0.8
0.49166667,0.35833333
0.89166667,0.15
0.225,0.1
0.725,0.64166667
0.275,0.76666667
0.85,0.8
0.68333333,0.90833333
0.3,0.083333333
0.016666667,0.05
0.26666667,0.46666667
0.96666667,0.40833333
0.53333333,0.025
0.41666667,0.35
0.69166667,0.575
0.93333333,0.625
0.016666667,0.14166667
0.65,0.875
0.96666667,0.45
0.36666667,0.10833333
0.93333333,0.71666667
0.425,0.4
0.36666667,0.91666667
0.55833333,0.625
0.65,0.65833333
0.86666667,0.93333333
0.041666667,0.19166667
0.8,0.74166667
1,0.75
0.70833333,0.325
0.19166667,0.76666667
0.89166667,0.64166667
0.675,0.50833333
0.85,0.20833333
0.525,0.5
0.55,0.65
0.16666667,0.76666667
0.225,0.54166667
0.375,0.61666667
0.066666667,0.625
0.39166667,0.38333333
0.95833333,0.975
0.825,0.71666667
0.175,0.33333333
0.475,0.05
0.98333333,0.75
0.23333333,0.59166667
0.125,0.43333333
0.9,0.125
0.65833333,0.0083333333
0.55833333,0.24166667
0.68333333,0.525
0.5,0.8
0.575,0.29166667
0.975,0.1
0.99166667,0.90833333
0.15833333,0.058333333
0.48333333,0.89166667
0.3,0.13333333
0.38333333,0.63333333
0.091666667,0.79166667
0.325,0.95833333
0.43333333,0.40833333
0.80833333,0.99166667
0.18333333,0.29166667
0.76666667,0.61666667
0.875,0.875
0.8,0.41666667
